term_uuid	lbl	KEEP	gtc_ids	n_sources	n_distinct_src_lbls	distinct_src_lbls	exact_synonyms	definition	classification	sources	REVIEW_ACTION	SPLIT_INTO_LABELS	NOTES
GSD:cef28155-fbd8-4db3-8b06-f884de0b33f7	6'SLDN	TRUE		2	1	6'SLDN				SRC:PUBDICT_GLYCONAVI_ABBREV|6'SLDN; SRC:PUBDICT_GLYCONAVI_NAME|6'SLDN			
GSD:3ebd8581-25fb-4c7c-901c-614bc9cc9740	6'SLN	TRUE		4	2	6'SLN; 6SLN-Lec				SRC:PUBDICT_GLYCONAVI_ABBREV|6'SLN; SRC:PUBDICT_GLYCONAVI_ABBREV|6SLN-Lec; SRC:PUBDICT_GLYCONAVI_NAME|6'SLN; SRC:PUBDICT_GLYCONAVI_NAME|6SLN-Lec			
GSD:a7471fb4-dd05-4893-a1bc-c74b4772affd	6'SLN (Gc)	TRUE		1	1	6'SLN (Gc)				SRC:PUBDICT_GLYCONAVI_NAME|6'SLN (Gc)			
GSD:cebea50e-809e-4e6b-9b8b-3616fe363ba7	6,6'-sulfo LacNAc	TRUE	G24270KX; G41392LY	7	4	6, 6'-Sulfo LacNAc; 6,6'-Sulfo LacNAc; 6,6'-sulfo LacNAc; 6,6,6'-Sulfo LacNAc				SRC:GLYCOEPITOPE|6,6'-Sulfo LacNAc; SRC:GLYCOEPITOPE|6,6,6'-Sulfo LacNAc; SRC:PUBDICTIONARIES-GLYCAN-IMAGE|6,6'-sulfo LacNAc; SRC:PUBDICT_GLYCAN_MOTIF|6, 6'-Sulfo LacNAc; SRC:PUBDICT_GLYCAN_MOTIF|6,6'-Sulfo LacNAc; SRC:PUBDICT_GLYCAN_MOTIF|6,6,6'-Sulfo LacNAc; SRC:PUBDICT_GLYCOSMOS|6,6'-Sulfo LacNAc			
GSD:ac76eb87-d013-4201-b5d9-38e29643c8d4	6,6′-bisSulfo-Lewis x	TRUE	G23094GH	2	2	6,60-bisSulfo-Lewis x (6,60-bissulfo Lex)); 6,6′-bisSulfo-Lewis x	6; 6′-bissulfo Lex)			SRC:CUMMINGS|6,6′-bisSulfo-Lewis x; SRC:PUBDICT_GLYCAN_MOTIF|6,60-bisSulfo-Lewis x (6,60-bissulfo Lex))			
GSD:dec6e71e-7eeb-409a-860a-bbb40a6aacd3	6,6′-dissulfo sialyl Lewis X	TRUE	G00659GQ; G46799JK	13	9	6,6'- Disulfo Sialyl Lewis x; 6,6'- disulfo sialyl Lewis X; 6,6'-bissulfo Lex; 6,6'-bisSulfo-Lewis x; 6,6'-Disulfo Sialyl Lewis x; 6,6-bisSulfo-Lewis x; 6,6-bisSulfo-Lewis x (6,60-bissulfo Lewis x ); 6,60-bissulfo Lewis x; 6,6′-dissulfo sialyl Lewis X	6,6'-bissulfo sialyl Lewis X; 6,6'-disulfo sLex; 6,6'-bissulfo Lex; 6,6'-Disulfo Sialyl Lewis x; 6,6'-bissulfo Le^x	(2S,4S,5R,6R)-5-Acetamido-2-[(2S,3R,4S,5S,6R)-2-[(2R,3S,4R,5R,6R)-5-acetamido-6-hydroxy-2-(sulfooxymethyl)-4-[(2S,3S,4R,5S,6S)-3,4,5-trihydroxy-6-methyloxan-2-yl]oxyoxan-3-yl]oxy-3,5-dihydroxy-6-(sulfooxymethyl)oxan-4-yl]oxy-4-hydroxy-6-[(1R,2R)-1,2,3-trihydroxypropyl]oxane-2-carboxylic acid.[CHEBI:146095]	GlycoMotif GGM motif	SRC:GLYCOEPITOPE|6,6'- Disulfo Sialyl Lewis x; SRC:GLYCOMOTIF_CCRC|6,6'-bisSulfo-Lewis x; SRC:GLYCOMOTIF_GDV|6,6-bisSulfo-Lewis x (6,60-bissulfo Lewis x ); SRC:GLYCOMOTIF_GGM|6,6'-bisSulfo-Lewis x; SRC:GSD_GLYGEN_V0|6,6′-dissulfo sialyl Lewis X; SRC:PUBDICTIONARIES-GLYCAN-IMAGE|6,6'- disulfo sialyl Lewis X; SRC:PUBDICT_GLYCAN_MOTIF|6,6'- Disulfo Sialyl Lewis x; SRC:PUBDICT_GLYCAN_MOTIF|6,6'-Disulfo Sialyl Lewis x; SRC:PUBDICT_GLYCAN_MOTIF|6,6'-bisSulfo-Lewis x; SRC:PUBDICT_GLYCAN_MOTIF|6,6'-bissulfo Lex; SRC:PUBDICT_GLYCAN_MOTIF|6,6-bisSulfo-Lewis x; SRC:PUBDICT_GLYCAN_MOTIF|6,60-bissulfo Lewis x; SRC:PUBDICT_GLYCOSMOS|6,6'-Disulfo Sialyl Lewis x			
GSD:1bb94508-bf70-4138-aef2-a60715ea8a96	6-LacNAc-TF	TRUE		1	1	6-LacNAc-TF			Miscellaneous (TF-related oligosaccharides)	SRC:BIOOLIGO|6-LacNAc-TF			
GSD:37ace813-5331-4196-be40-cf47b2ac100e	6-LacNAc-Tn	TRUE		1	1	6-LacNAc-Tn			Miscellaneous (TN-related oligosaccharides)	SRC:BIOOLIGO|6-LacNAc-Tn			
GSD:5f243ab7-64a6-5a23-9ce1-529071201a5a	6-O-sulfated glucosamine	TRUE		1	1	6-O-sulfated glucosamine			Polysaccharide Repeating Unit	SRC:EOG_VARKI_4E|6-O-sulfated glucosamine			
GSD:3aaa868e-fcd1-44bc-82dd-821ee141ae39	6-Siab-TF	TRUE		3	3	6'STF; 6-Siab-TF; 6′-SiaaTF			Miscellaneous (TF-related oligosaccharides)	SRC:BIOOLIGO|6-Siab-TF; SRC:BIOOLIGO|6′-SiaaTF; SRC:PUBDICT_GLYCONAVI_NAME|6'STF			
GSD:55e259ab-b5a0-4aa9-8d0d-9295762c2b22	6-sialyl GalNAc	TRUE	G08371CD; G73708UL	7	5	6-sialyl GalNAc; 6-Sialyl-GalNAc; 6-Sialyl-GalNAc or 6-Sialyl LN; 6-Sialyl-GalNAc or 6-Sialyl LN (type 1 or 2); Sialyl Tn antigen	sialyl Tn antigen; 6-sialyl LN; 6-Sialyl LN (type 1/2); type 1 or 2	An amino disaccharide composed of N-acetylneuraminic acid and 2-(acetylamino)-2-deoxy-D-galactopyranose residues joined by an (α-2→6) glycosidic bond.[CHEBI:146820]	GlycoMotif CCRC motif	SRC:CUMMINGS|6-Sialyl-GalNAc or 6-Sialyl LN; SRC:GLYCOMOTIF_CCRC|6-Sialyl-GalNAc or 6-Sialyl LN; SRC:GLYCOMOTIF_CCRC|Sialyl Tn antigen; SRC:GSD_GLYGEN_V0|6-sialyl GalNAc; SRC:PUBDICT_GLYCAN_MOTIF|6-Sialyl-GalNAc; SRC:PUBDICT_GLYCAN_MOTIF|6-Sialyl-GalNAc or 6-Sialyl LN; SRC:PUBDICT_GLYCAN_MOTIF|6-Sialyl-GalNAc or 6-Sialyl LN (type 1 or 2)			
GSD:07f4c575-3773-445c-9105-68f9233d4036	6-Sialyl LN (type 1)	TRUE	G73708UL	4	4	6-Sialyl LN (type 1); 6-Sialyl LN (type 2); 6-Sialyl-GalNAc; 6-Sialyl-GalNAc or 6-Sialyl LN (type 1 or 2)	6-Sialyl LN (type 1); 6-Sialyl LN (type 2)		GlycoMotif GGM motif	SRC:GLYCOMOTIF_GDV|6-Sialyl-GalNAc or 6-Sialyl LN (type 1 or 2); SRC:GLYCOMOTIF_GGM|6-Sialyl-GalNAc; SRC:PUBDICT_GLYCAN_MOTIF|6-Sialyl LN (type 1); SRC:PUBDICT_GLYCAN_MOTIF|6-Sialyl LN (type 2)			
GSD:e1e1963f-5416-463c-9c72-22ca3fb1d1fb	6-su-Gal-SiaLewis x	TRUE		1	1	6-su-Gal-SiaLewis x			Lewis antigens	SRC:BIOOLIGO|6-su-Gal-SiaLewis x			
GSD:c7672a6a-ae53-4bd9-9a8d-cd094b856ec3	6-su-GalNAc-SiaLewis x	TRUE		1	1	6-su-GalNAc-SiaLewis x			Lewis antigens	SRC:BIOOLIGO|6-su-GalNAc-SiaLewis x			
GSD:453286d3-7558-4839-97f4-bc5a28f8f1d2	6-sulfo LacNAc	TRUE	G13157WZ	5	2	6-Sulfo LacNAc; 6-sulfo LacNAc		An oligosaccharide sulfate that is N-acetyllactosamine in which the hydroxy group at position 6 of the N-acetylglucosamine ring has been converted into its hydrogen sulfate derivative.[CHEBI:148005]		SRC:GLYCOEPITOPE|6-Sulfo LacNAc; SRC:GSD_GLYGEN_V0|6-sulfo LacNAc; SRC:PUBDICTIONARIES-GLYCAN-IMAGE|6-sulfo LacNAc; SRC:PUBDICT_GLYCAN_MOTIF|6-Sulfo LacNAc; SRC:PUBDICT_GLYCOSMOS|6-Sulfo LacNAc			
GSD:416c0ecc-e4db-48d3-a1dc-b960ae6cd923	6-sulfo Lewis x	TRUE	G89307GT	5	3	6-Sulfo Lewis x; 6-sulfo Lewis x; Sulfo Lewis X			Lewis antigens	SRC:BIOOLIGO|Sulfo Lewis X; SRC:GLYCOEPITOPE|6-Sulfo Lewis x; SRC:PUBDICTIONARIES-GLYCAN-IMAGE|6-sulfo Lewis x; SRC:PUBDICT_GLYCAN_MOTIF|6-Sulfo Lewis x; SRC:PUBDICT_GLYCOSMOS|6-Sulfo Lewis x			
GSD:174f42e2-d764-4ed9-85f2-f46283d72e20	6-sulfo sialyl Lewis c	TRUE	G93779QZ	2	1	6-sulfo sialyl Lewis c	Su-SaiLec; Su-SLec			SRC:PUBDICT_GLYCAN_MOTIF|6-sulfo sialyl Lewis c; SRC:SUGARBIND|6-sulfo sialyl Lewis c			
GSD:1b3b03a6-b82a-52ea-a699-0da8aa1f3abc	6-sulfo sialyl Lewis X	TRUE	G80722US; G06378CG; G53231FE; G00672PE; G19619KS; G69360KJ	16	11	6'-sulfo SLex; 6-sulfo sialyl Lewis X; 6-sulfo sialyl Lewis x; 6-sulfo SLex; 6-Sulfo-sialyl Lewis x; 6-sulfo-sialyl Lewis x; 6-Sulfo-sialyl Lewis x (6-sulfo SLex); 60-Sulfo-sialyl Lewis x (60-sulfo SLex); SDLex; Sialyl 6-Sulfo Lewis x; sialyl 6-sulfo Lewis X	6-sulfo SLex; 6-sulfo SLe^x; Su-SaiLex; Su-SLex; 6-Sulfo Sialyl Lewis x; SDLe^x		Named Functional Motif	SRC:CUMMINGS|SDLex; SRC:EOG_VARKI_4E|6-sulfo-sialyl Lewis x; SRC:GLYCOMOTIF_CCRC|SDLex; SRC:GLYCOMOTIF_GDV|6-Sulfo-sialyl Lewis x (6-sulfo SLex); SRC:GLYCOMOTIF_GDV|SDLex; SRC:GLYCOMOTIF_GGM|6-Sulfo-sialyl Lewis x; SRC:GLYCOMOTIF_GGM|SDLex; SRC:GSD_GLYGEN_V0|6-sulfo sialyl Lewis X; SRC:PUBDICTIONARIES-GLYCAN-IMAGE|sialyl 6-sulfo Lewis X; SRC:PUBDICT_GLYCAN_MOTIF|6'-sulfo SLex; SRC:PUBDICT_GLYCAN_MOTIF|6-Sulfo-sialyl Lewis x (6-sulfo SLex); SRC:PUBDICT_GLYCAN_MOTIF|6-sulfo SLex; SRC:PUBDICT_GLYCAN_MOTIF|60-Sulfo-sialyl Lewis x (60-sulfo SLex); SRC:PUBDICT_GLYCAN_MOTIF|SDLex; SRC:PUBDICT_GLYCOSMOS|Sialyl 6-Sulfo Lewis x; SRC:SUGARBIND|6-sulfo sialyl Lewis x			
GSD:1f0000dc-155c-4635-a189-23117ecd6292	6P-Man3	TRUE		1	1	6P-Man3			Miscellaneous	SRC:BIOOLIGO|6P-Man3			
GSD:307dab0b-db0a-4cdf-86aa-479d1b411835	6′-SiaDi-LN	TRUE		3	2	6'S-Di-LN; 6′-SiaDi-LN			Miscellaneous (LDN-related oligosaccharides)	SRC:BIOOLIGO|6′-SiaDi-LN; SRC:PUBDICT_GLYCONAVI_ABBREV|6'S-Di-LN; SRC:PUBDICT_GLYCONAVI_NAME|6'S-Di-LN			
GSD:6718767a-93d5-477b-b77b-f36b69590ab7	6′-sialyl-N-acetyllactosamine	TRUE	G09376MR	2	2	6'-sialyl-N-acetyllactosamine; 6′-sialyl-N-acetyllactosamine	6′SLN; 6′SiaLacNAc(1-4)			SRC:PUBDICT_GLYCAN_MOTIF|6'-sialyl-N-acetyllactosamine; SRC:SUGARBIND|6′-sialyl-N-acetyllactosamine			
GSD:0e9b1351-6dfb-4858-bbab-ebe2758c9be9	9-O-acetyl GD3	TRUE	G74121RX; G81928IQ; G98544DH	8	3	9-O-Acetyl GD3; 9-O-acetyl GD3; O-acetyl-GD3	acGD3; 9-O-Acetylated GD3; 9-O-Acetyl-GD3; 9-O-Ac-GD3; CD60b; O-acetyl GM3		GlycoMotif CCRC motif	SRC:CUMMINGS|9-O-Acetyl GD3; SRC:GLYCOEPITOPE|9-O-Acetyl GD3; SRC:GLYCOMOTIF_CCRC|9-O-Acetyl GD3; SRC:GSD_GLYGEN_V0|9-O-acetyl GD3; SRC:PUBDICTIONARIES-GLYCAN-IMAGE|9-O-acetyl GD3; SRC:PUBDICT_GLYCAN_MOTIF|9-O-Acetyl GD3; SRC:PUBDICT_GLYCOSMOS|9-O-Acetyl GD3; SRC:PUBDICT_GLYCOSMOS|O-acetyl-GD3			
GSD:9447ca95-04fd-5700-9db0-2a3ee02c2a4a	9-O-acetyl sialic acid	TRUE	G47325QT	6	3	9-O-Acetyl Sialic Acid; 9-O-acetyl sialic acid; 9-O-acetylated sialic acid	9-O-acetylated Sia; 9-O-Ac-Sia; 9-O-acetylated-SA	N-acetyl-9-O-acetyl-alpha-neuraminic acid is a member of the class of N-acetylneuraminic acids that is alpha-neuraminic acid which has acetylated on N-5 and O-9. It has functional parent alpha-neuraminic acid.[CHEBI:84941]	Monosaccharide	SRC:EOG_VARKI_4E|9-O-acetylated sialic acid; SRC:GLYCOEPITOPE|9-O-Acetyl Sialic Acid; SRC:GSD_GLYGEN_V0|9-O-acetyl sialic acid; SRC:PUBDICTIONARIES-GLYCAN-IMAGE|9-O-acetyl sialic acid; SRC:PUBDICT_GLYCAN_MOTIF|9-O-Acetyl Sialic Acid; SRC:PUBDICT_GLYCOSMOS|9-O-Acetyl Sialic Acid			
GSD:6ba75e8e-b2aa-48a5-9849-99b21ebb546c	9OAc3'Slec	TRUE		1	1	9OAc3'Slec				SRC:PUBDICT_GLYCONAVI_NAME|9OAc3'Slec			
GSD:91d7cd56-3ac4-4b51-a118-a0b70b1d500b	9OAc3'SLN	TRUE		1	1	9OAc3'SLN				SRC:PUBDICT_GLYCONAVI_NAME|9OAc3'SLN			
GSD:2df0d0da-8951-49ac-bf8a-f36bfab7d004	A tetra type 1	TRUE		2	1	A tetra type 1				SRC:PUBDICT_GLYCONAVI_ABBREV|A tetra type 1; SRC:PUBDICT_GLYCONAVI_NAME|A tetra type 1			
GSD:1ee28b08-0c5a-4f2b-ac40-ef2d7d301997	A tetra type 2	TRUE		1	1	A tetra type 2				SRC:PUBDICT_GLYCONAVI_ABBREV|A tetra type 2			
GSD:eb1b3337-fdf5-4c30-94e2-00a567ba7151	A type 1 A Lewis b	TRUE	G12068BR	2	1	A type 1 A Lewis b	A type 1 A Leb			SRC:PUBDICT_GLYCAN_MOTIF|A type 1 A Lewis b; SRC:SUGARBIND|A type 1 A Lewis b			
GSD:9075a10c-910e-473a-ae54-61eab188eb86	a-3Galactosyl-3Fucosyllactose	TRUE		1	1	a-3Galactosyl-3Fucosyllactose			Fucosylated oligosaccharides (3 Fucosyllactose core)	SRC:BIOOLIGO|a-3Galactosyl-3Fucosyllactose			
GSD:15b5dd18-7ada-4455-b32d-b70db42175c5	a-4Galactosyl-3Fucosyllactose	TRUE		1	1	a-4Galactosyl-3Fucosyllactose			Fucosylated oligosaccharides (3 Fucosyllactose core)	SRC:BIOOLIGO|a-4Galactosyl-3Fucosyllactose			
GSD:9901da1c-a374-4bf7-8e2c-728dbcc2fb94	a-Galactose on Core 2	TRUE		1	1	a-Galactose on Core 2			Core structures (Type 2)	SRC:BIOOLIGO|a-Galactose on Core 2			
GSD:9b3abd48-1969-40e9-94b7-a274c2c3e584	A-galactosylparagloboside	TRUE	G60645OK	2	1	A-galactosylparagloboside	A-Galactosylparagloboside		Glycosphingolipid	SRC:PUBDICT_GLYCAN_MOTIF|A-galactosylparagloboside; SRC:SUGARBIND|A-galactosylparagloboside			
GSD:70869a6d-1921-5736-8f3a-af3e124c381a	a-series gangliosides	TRUE		1	1	a-series gangliosides			Glycolipid	SRC:EOG_VARKI_4E|a-series gangliosides			
GSD:d03cfa9f-ae12-4f77-81b9-afce3360c6c9	A-tetra Lactose	TRUE		3	2	A tetra L; A-tetra Lactose			Fucosylated oligosaccharides (Lacto-Series)	SRC:BIOOLIGO|A-tetra Lactose; SRC:PUBDICT_GLYCONAVI_ABBREV|A tetra L; SRC:PUBDICT_GLYCONAVI_NAME|A tetra L			
GSD:558c6e29-6921-4fa8-81fb-105af7b1ac93	A1	TRUE	G61751GZ	1	1	A1			Oxford notation	SRC:GLYGEN_CURATORS_NCOMPO|A1			
GSD:b9528c73-258e-4986-8bea-74d253f0afc6	A1G1	TRUE	G69411IG	1	1	A1G1			Oxford notation	SRC:GLYGEN_CURATORS_NCOMPO|A1G1			
GSD:0605927f-fc12-42da-a5c2-1a52395ab7f8	A2	TRUE	G36191CD	1	1	A2			Oxford notation	SRC:GLYGEN_CURATORS_NCOMPO|A2			
GSD:4bbbb825-bdb3-4fea-b172-f657d0450f8a	a2-3 Neu5Ac on Core 1	TRUE		1	1	a2-3 Neu5Ac on Core 1			Core structures (Type 1)	SRC:BIOOLIGO|a2-3 Neu5Ac on Core 1			
GSD:a4fafd81-d735-4de0-9a1a-54c71b11a0aa	A2[3]G1	TRUE	G66937TJ	1	1	A2[3]G1			Oxford notation	SRC:GLYGEN_CURATORS_NCOMPO|A2[3]G1			
GSD:149a032b-69f4-4689-8146-fde147ac4c65	A2[6]G1	TRUE	G89993FE	1	1	A2[6]G1			Oxford notation	SRC:GLYGEN_CURATORS_NCOMPO|A2[6]G1			
GSD:0b994b4c-7d17-42aa-b8fe-71d08800b960	A2B	TRUE	G59471TH	1	1	A2B			Oxford notation	SRC:GLYGEN_CURATORS_NCOMPO|A2B			
GSD:a7c3ef02-2f8b-4b92-8f06-445cc22031c0	A2BG0	TRUE	G59471TH	1	1	A2BG0			Oxford notation	SRC:GLYGEN_CURATORS_NCOMPO|A2BG0			
GSD:92f07899-60f1-4f07-ac64-85831ea7e874	A2BG1	TRUE	G72718TT	1	1	A2BG1			Oxford notation	SRC:GLYGEN_CURATORS_NCOMPO|A2BG1			
GSD:2410d679-553d-4dd0-ba68-b91629af36dc	A2BG2	TRUE	G52934AK	1	1	A2BG2			Oxford notation	SRC:GLYGEN_CURATORS_NCOMPO|A2BG2			
GSD:9311af08-d5dd-43b1-b0ac-116a77719f1b	A2BG2S1	TRUE		1	1	A2BG2S1			Oxford notation	SRC:GLYGEN_CURATORS_NCOMPO|A2BG2S1			
GSD:8bc613fa-fd70-4270-99e0-eba61136246d	A2BG2S2	TRUE		1	1	A2BG2S2			Oxford notation	SRC:GLYGEN_CURATORS_NCOMPO|A2BG2S2			
GSD:848697c5-4a99-46ca-9265-25cc5275cf78	A2F1	TRUE		1	1	A2F1			Oxford notation	SRC:GLYGEN_CURATORS_NCOMPO|A2F1			
GSD:8dc047d1-e1a2-4a66-bfbb-65623b7f08fa	A2F1G2S2	TRUE		1	1	A2F1G2S2			Oxford notation	SRC:GLYGEN_CURATORS_NCOMPO|A2F1G2S2			
GSD:1950a6af-7cbb-49cf-aae3-59bc276a5980	A2G1	TRUE	G66937TJ	1	1	A2G1			Oxford notation	SRC:GLYGEN_CURATORS_NCOMPO|A2G1			
GSD:2d0aec1a-2f4b-44d7-9ff3-796bfdd88636	A2G2	TRUE	G36191CD	1	1	A2G2			Oxford notation	SRC:GLYGEN_CURATORS_NCOMPO|A2G2			
GSD:37d0e526-70e9-41a9-93ca-621586dff079	A2G2S1	TRUE		1	1	A2G2S1			Oxford notation	SRC:GLYGEN_CURATORS_NCOMPO|A2G2S1			
GSD:1acd7360-9827-4469-9cb2-b5fe84935177	A2G2S2	TRUE		1	1	A2G2S2			Oxford notation	SRC:GLYGEN_CURATORS_NCOMPO|A2G2S2			
GSD:8b2a49d6-7e7b-45b8-96c1-63abdb47802e	A3	TRUE	G29011JC	1	1	A3			Oxford notation	SRC:GLYGEN_CURATORS_NCOMPO|A3			
GSD:acf5da02-703e-4d92-a29a-c4557c8901c5	A3F1	TRUE		1	1	A3F1			Oxford notation	SRC:GLYGEN_CURATORS_NCOMPO|A3F1			
GSD:9a676794-3fc8-40f1-95d2-96d33ced58f5	A3F1G3S2	TRUE		1	1	A3F1G3S2			Oxford notation	SRC:GLYGEN_CURATORS_NCOMPO|A3F1G3S2			
GSD:4d439e5c-227c-4662-8bb8-5ffd17a09eac	A3F1G3S3	TRUE		1	1	A3F1G3S3			Oxford notation	SRC:GLYGEN_CURATORS_NCOMPO|A3F1G3S3			
GSD:e8fa8a19-f73d-4c6b-9f00-ccdb8e29207d	A3F2G3S3	TRUE		1	1	A3F2G3S3			Oxford notation	SRC:GLYGEN_CURATORS_NCOMPO|A3F2G3S3			
GSD:eee720f8-4b0b-4f14-8333-0cf118cd84b6	A3G3	TRUE	G29857RC	1	1	A3G3			Oxford notation	SRC:GLYGEN_CURATORS_NCOMPO|A3G3			
GSD:09012562-756c-4994-890b-1699fe74a5f5	A3G3S2	TRUE		1	1	A3G3S2			Oxford notation	SRC:GLYGEN_CURATORS_NCOMPO|A3G3S2			
GSD:a572974c-d903-4a37-b82d-8ed145e7133c	A3G3S3	TRUE		1	1	A3G3S3			Oxford notation	SRC:GLYGEN_CURATORS_NCOMPO|A3G3S3			
GSD:038ada2e-fed9-474d-ad07-7cbd41a9c2ea	A4	TRUE	G20030CU	1	1	A4			Oxford notation	SRC:GLYGEN_CURATORS_NCOMPO|A4			
GSD:7f7c698f-5497-455f-acae-c7f55cee6d7a	A4F1	TRUE		1	1	A4F1			Oxford notation	SRC:GLYGEN_CURATORS_NCOMPO|A4F1			
GSD:3f0e9a39-1e92-4752-9e41-9efb9dd035d9	A4F1G4	TRUE		1	1	A4F1G4			Oxford notation	SRC:GLYGEN_CURATORS_NCOMPO|A4F1G4			
GSD:6bbca09a-452a-4fa9-b34c-38279f52ca91	A4F1G4S4	TRUE		1	1	A4F1G4S4			Oxford notation	SRC:GLYGEN_CURATORS_NCOMPO|A4F1G4S4			
GSD:46bc0119-d6b8-430c-a1f4-82c95fb8dbac	A4G4	TRUE	G18938DW	1	1	A4G4			Oxford notation	SRC:GLYGEN_CURATORS_NCOMPO|A4G4			
GSD:05af8e56-3b80-4f58-878e-1c02ac445d83	A4G4S1	TRUE		1	1	A4G4S1			Oxford notation	SRC:GLYGEN_CURATORS_NCOMPO|A4G4S1			
GSD:94aede7b-f6e7-4347-abc1-b5e43a754c77	A4G4S2	TRUE		1	1	A4G4S2			Oxford notation	SRC:GLYGEN_CURATORS_NCOMPO|A4G4S2			
GSD:160acd22-9d2b-4267-9670-712c8490e7e1	A4G4S3	TRUE		1	1	A4G4S3			Oxford notation	SRC:GLYGEN_CURATORS_NCOMPO|A4G4S3			
GSD:a5cd0381-387e-4693-8faf-39d261b18e3f	A4G4S4	TRUE		1	1	A4G4S4			Oxford notation	SRC:GLYGEN_CURATORS_NCOMPO|A4G4S4			
GSD:04c4980a-8dc5-446b-bfee-99092d8d857d	A6 type 1	TRUE	G82858KU	1	1	A6 type 1			Glycosphingolipid	SRC:SUGARBIND|A6 type 1			
GSD:d661dded-24a3-4e3b-b8a5-2c9cd4713fb5	A8 type 1	TRUE	G04715SK	1	1	A8 type 1			Glycosphingolipid	SRC:SUGARBIND|A8 type 1			
GSD:69073acf-c752-4904-87ab-5a19c5e0dd7a	Abequose	TRUE		1	1	Abequose				SRC:PUBDICT_GLYCONAVI_NAME|Abequose			
GSD:f054a590-0d24-5438-b871-64b001b53954	ABO blood group antigens	TRUE		1	1	ABO blood group antigens	ABO(H) blood group glycans; ABO glycans		Named Functional Motif	SRC:EOG_VARKI_4E|ABO blood group antigens			
GSD:b4515395-fede-40c9-8d37-8fdf332bd82e	acharan sulfate	TRUE	G25575JK	4	2	Acharan Sulfate; acharan sulfate				SRC:GLYCOEPITOPE|Acharan Sulfate; SRC:PUBDICTIONARIES-GLYCAN-IMAGE|acharan sulfate; SRC:PUBDICT_GLYCAN_MOTIF|Acharan Sulfate; SRC:PUBDICT_GLYCOSMOS|Acharan Sulfate			
GSD:4a529205-1862-43e3-9051-3219a92d29fa	Acosamine	TRUE		1	1	Acosamine				SRC:PUBDICT_GLYCONAVI_NAME|Acosamine			
GSD:667030ec-2d62-5573-9fa1-f4482afc0782	alkylacylphosphatidylinositol-anchored glycan	TRUE		1	1	alkylacylphosphatidylinositol-anchored glycan			Others	SRC:EOG_VARKI_4E|alkylacylphosphatidylinositol-anchored glycan			
GSD:0d8e00ea-c2a5-4432-a141-75faedc1c838	Allose	TRUE		1	1	Allose				SRC:PUBDICT_GLYCONAVI_NAME|Allose			
GSD:d7673802-e0d9-5653-b39e-076f90358a60	alpha-gal antigen	TRUE	G24432YB; G27798EJ; G00046MO	13	8	a-Gal antigen; alpha-Gal antigen; alpha-gal antigen; Alpha-Galactosyl Epitope; alpha-galactosyl epitope; Xeno antigen type 2 (Galili antigen triose Gal a3 epitope); α-Gal antigen; α-Gal epitope	a-Gal antigen; αGal; alpha-Gal antigen	A glycosylgalactose that consists of β-D-galactose having an α-D-galactosyl residue at the 3-position.[CHEBI:62330]	Named Functional Motif	SRC:BIOOLIGO|Xeno antigen type 2 (Galili antigen triose Gal a3 epitope); SRC:CUMMINGS|α-Gal antigen; SRC:EOG_VARKI_4E|α-Gal epitope; SRC:GLYCOEPITOPE|Alpha-Galactosyl Epitope; SRC:GLYCOMOTIF_CCRC|a-Gal antigen; SRC:GLYCOMOTIF_GDV|alpha-Gal antigen; SRC:GLYCOMOTIF_GGM|a-Gal antigen; SRC:GSD_GLYGEN_V0|alpha-gal antigen; SRC:PUBDICTIONARIES-GLYCAN-IMAGE|alpha-galactosyl epitope; SRC:PUBDICT_GLYCAN_MOTIF|Alpha-Galactosyl Epitope; SRC:PUBDICT_GLYCAN_MOTIF|a-Gal antigen; SRC:PUBDICT_GLYCAN_MOTIF|alpha-Gal antigen; SRC:PUBDICT_GLYCOSMOS|Alpha-Galactosyl Epitope			
GSD:bdd3ddc1-ed42-472f-adb3-0a8e726fb4c3	alpha-galactosylceramide	TRUE		1	1	alpha-galactosylceramide	alpha-GalCer; α-GalCer			SRC:GSD_GLYGEN_V0|alpha-galactosylceramide			
GSD:0474dfda-62b0-44e3-9a9d-f8918c153bc1	alpha-oligomannoside	TRUE	G07490EK; G29313LW; G51379UR	1	1	alpha-oligomannoside				SRC:PUBDICT_GLYCAN_MOTIF|alpha-oligomannoside			
GSD:955a1576-8746-4e60-bd63-dc25c9dbae07	Altrose	TRUE		1	1	Altrose				SRC:PUBDICT_GLYCONAVI_NAME|Altrose			
GSD:034a4d80-b2ea-4733-82b3-eb86b11d4d27	Amicetose	TRUE		1	1	Amicetose				SRC:PUBDICT_GLYCONAVI_NAME|Amicetose			
GSD:62c19a81-2859-5cac-8aae-c9a9d6da5eb4	amylopectin	TRUE		1	1	amylopectin			Polysaccharide	SRC:EOG_VARKI_4E|amylopectin			
GSD:553a15fd-f3e1-4520-8d69-9c3d3b512bf1	amylose	TRUE	G05740LL	3	2	Amylose; amylose				SRC:PUBDICTIONARIES-GLYCAN-IMAGE|amylose; SRC:PUBDICT_GLYCONAVI_NAME|Amylose; SRC:PUBDICT_GLYCOSMOS|amylose			
