term_uuid	lbl	class_code	class_name	tier	method	reason	gtc_ids	n_sources
GSD:652f4ddf-ec6a-59c8-ba0e-46a26173f4b7	Man8	2D	Glycoform shorthand code	2	curator	Curator-assigned classification (ground truth)	G91704UR	2
GSD:171cbaf9-e31b-5be4-ab4c-b9a60cf10330	Man9	2D	Glycoform shorthand code	2	curator	Curator-assigned classification (ground truth)	G26508HK	2
GSD:038734aa-0f88-58d2-9ee6-d2f72d775a65	mannan	1C	Non-GAG homo/hetero-polymer	1	curator	Curator-assigned classification (ground truth)		1
GSD:19877723-8cc4-55e5-80fb-b478f3358924	mannose-terminated N-glycan	2B	Single descriptor phrase	2	curator	Curator-assigned classification (ground truth)		1
GSD:08ea19f8-5687-56dc-9812-ce892691fca0	mannosylated lipoarabinomannan	1C	Non-GAG homo/hetero-polymer	1	curator	Curator-assigned classification (ground truth)		1
GSD:f2dab9ed-ecb3-569f-ab8a-93c8083d549d	Aspergillus fumigatus GPI oligosaccharide	3C	Association-defined glycan marker	3	curator	Curator-assigned classification (ground truth)		1
GSD:20de8d28-539e-5869-9718-cf9c103f2fc6	Manα1-3Man disaccharide	3B	Monosaccharide or named disaccharide	3	curator	Curator-assigned classification (ground truth)		1
GSD:7480c595-8fc8-5ffa-b750-26ae3fb65f8a	Manβ1-4Glc-ceramide	2A	Linkage-specified substructure	2	curator	Curator-assigned classification (ground truth)		1
GSD:1cd04026-2429-5e21-a7ab-c21c2150a456	matriglycan	1C	Non-GAG homo/hetero-polymer	1	curator	Curator-assigned classification (ground truth)		1
GSD:96cf2a55-237d-5a94-8c48-ea3a5399fcc2	methanochondroitin	1C	Non-GAG homo/hetero-polymer	1	curator	Curator-assigned classification (ground truth)		1
GSD:6d8d4be9-d746-5d48-9da6-ca1f0eb3b919	monoantennary N-glycan	2B	Single descriptor phrase	2	curator	Curator-assigned classification (ground truth)		1
GSD:9dbd00b1-daa1-5dd7-8643-cfc47dc7f67e	monoglucosylated N-glycan	2B	Single descriptor phrase	2	curator	Curator-assigned classification (ground truth)		1
GSD:c2c341af-933d-5fc8-9481-74150676c0bb	monosialylated ganglioside	2B	Single descriptor phrase	2	curator	Curator-assigned classification (ground truth)		1
GSD:07f53917-abb0-5512-9eb2-b97850950eee	mucin-type O-glycans	3A	Umbrella / glycoconjugate class	3	curator	Curator-assigned classification (ground truth)		2
GSD:4bcdab57-7409-55df-98c2-eadb9cd4ed93	multiantennary complex-type N-glycan	3C	Association-defined glycan marker	3	curator	Curator-assigned classification (ground truth)		1
GSD:cf5631fb-aa17-5630-9cf9-3ec070faf8ed	neolacto-series glycosphingolipids	3A	Umbrella / glycoconjugate class	3	curator	Curator-assigned classification (ground truth)		1
GSD:473ec64b-303a-53b4-842b-2f8156bc19d1	Neu5Acα2-3Gal	2A	Linkage-specified substructure	2	curator	Curator-assigned classification (ground truth)		1
GSD:24d335a2-51a3-5232-96e6-2d60815f8e55	N-glycan core	1B	Named recurrent structural feature	1	curator	Curator-assigned classification (ground truth)	G00026MO	3
GSD:3fda8660-e983-5497-aba6-bb4d277e8486	keratan sulfate type I	1A	Canonical named glycan entity	1	curator	Curator-assigned classification (ground truth)		1
GSD:b6aa2621-651c-5dc5-af13-e3dc0b932d37	N-glycans	3A	Umbrella / glycoconjugate class	3	curator	Curator-assigned classification (ground truth)	G78059CC	2
GSD:929ed22f-b4a5-54aa-9c0d-8000b75e4a33	O-acetylated sialic acids	3B	Monosaccharide or named disaccharide	3	curator	Curator-assigned classification (ground truth)		1
GSD:831262e4-f719-5510-a84a-ee900c77b375	O-antigen	1A	Canonical named glycan entity	1	curator	Curator-assigned classification (ground truth)		1
GSD:90a94f3e-97fc-5377-bba5-0d13d2766193	O-fucose glycan	2B	Single descriptor phrase	2	curator	Curator-assigned classification (ground truth)	G39294YF	2
GSD:7cee9dd6-9c05-54fc-947b-afca69f08b9e	O-GalNAc core structures	3A	Umbrella / glycoconjugate class	3	curator	Curator-assigned classification (ground truth)		1
GSD:fa47b325-2aab-42f9-9d2d-b2499fab770c	O-GalNAc glycans	3A	Umbrella / glycoconjugate class	3	curator	Curator-assigned classification (ground truth)		1
GSD:365d7f89-b85d-538a-b378-d8b369d75d62	O-GalNAc-linked sialoglycans	3C	Association-defined glycan marker	3	curator	Curator-assigned classification (ground truth)		1
GSD:d740545e-dea4-57d3-8167-6524292d59ac	O-glucose glycan	2B	Single descriptor phrase	2	curator	Curator-assigned classification (ground truth)		1
GSD:d0dfe91d-737b-59d2-9fa5-746a0d0ed6ad	O-glycans	3A	Umbrella / glycoconjugate class	3	curator	Curator-assigned classification (ground truth)		1
GSD:8d7f339e-041d-5fb1-a248-0b53939bc648	oligogalacturonides	3B	Monosaccharide or named disaccharide	3	curator	Curator-assigned classification (ground truth)		1
GSD:4128c067-002f-552f-80b1-b1ba152cce73	oligoglucosides	3B	Monosaccharide or named disaccharide	3	curator	Curator-assigned classification (ground truth)		1
GSD:17d4b1f6-7f34-5221-9454-43f9e00c5f98	oligomannose	1B	Named recurrent structural feature	1	curator	Curator-assigned classification (ground truth)		1
GSD:0b39b32b-2f19-537b-a733-8b030a6cf9dd	O-linked fucose	2B	Single descriptor phrase	2	curator	Curator-assigned classification (ground truth)		1
GSD:3a5c03e8-e8e4-50e5-9148-03bd2d061521	O-linked Glc-Gal disaccharide	3B	Monosaccharide or named disaccharide	3	curator	Curator-assigned classification (ground truth)		1
GSD:2492d774-7ee5-590a-abf8-920a662f7221	O-linked glucose	2B	Single descriptor phrase	2	curator	Curator-assigned classification (ground truth)		1
GSD:cfd82c73-ecd9-5aed-afd2-2a8504110238	keratan sulfate type II	1A	Canonical named glycan entity	1	curator	Curator-assigned classification (ground truth)		1
GSD:b0d84bd5-9ed4-50a8-bd4f-4c25eea96d25	O-linked mannose	2B	Single descriptor phrase	2	curator	Curator-assigned classification (ground truth)	G59126YU	5
GSD:627dd562-b899-5fd3-8bb3-c5ad42f31300	O-linked N-acetylglucosamine	2B	Single descriptor phrase	2	curator	Curator-assigned classification (ground truth)	G49108TO	2
GSD:eede026a-633a-577e-9f11-044f45476b06	O-linked sialoglycan	2C	Composite descriptive phrase	2	curator	Curator-assigned classification (ground truth)		1
GSD:7f2b0e5a-45b8-5366-9e6d-892f75c98d6a	O-mannose glycan	2B	Single descriptor phrase	2	curator	Curator-assigned classification (ground truth)	G59126YU	2
GSD:8fbb3cd6-990c-57ec-bf3c-e6826c0b93ec	Outer arm fucose	1B	Named recurrent structural feature	1	curator	Curator-assigned classification (ground truth)		1
GSD:a9cdd507-5984-5398-a41a-79a9dc01deb4	O-xylose-linked glycosaminoglycan	3A	Umbrella / glycoconjugate class	3	curator	Curator-assigned classification (ground truth)		1
GSD:d64e0922-936d-54e7-9182-bf7f2ccdba85	P1 antigen	1A	Canonical named glycan entity	1	curator	Curator-assigned classification (ground truth)	G12460DL; G55205ZV; G00060MO; G00076PK	11
GSD:146aba34-600b-5250-8eaa-78b19e76b286	paucimannose N-glycan	1B	Named recurrent structural feature	1	curator	Curator-assigned classification (ground truth)		2
GSD:24ed65cb-f624-5126-8f05-af4d87063b0f	P blood group antigens	3A	Umbrella / glycoconjugate class	3	curator	Curator-assigned classification (ground truth)		1
GSD:995a508c-70c2-50eb-b141-863139196fe1	pectin	1C	Non-GAG homo/hetero-polymer	1	curator	Curator-assigned classification (ground truth)		1
GSD:d51dc931-a3ca-5b24-a263-ae807bf9cb6e	phosphomannan	1C	Non-GAG homo/hetero-polymer	1	curator	Curator-assigned classification (ground truth)		1
GSD:f2f7171a-ce36-5d80-b7f6-0ae02cc92d57	phosphopeptidomannan	1C	Non-GAG homo/hetero-polymer	1	curator	Curator-assigned classification (ground truth)		1
GSD:197964ba-03d7-5f0a-ae09-b7a7e1fd478c	polyfucose branch	1B	Named recurrent structural feature	1	curator	Curator-assigned classification (ground truth)		1
GSD:32f8e4bf-4bce-5880-822c-2bbe9e194237	polyglycosylceramide	1B	Named recurrent structural feature	1	curator	Curator-assigned classification (ground truth)		1
GSD:3414ff02-7a95-507c-b1c0-efdc59904ea2	poly-lacto-N-biose	1B	Named recurrent structural feature	1	curator	Curator-assigned classification (ground truth)		1
GSD:99e7e9ac-4324-5ba3-bc57-1c68b48aba2a	polymannose	1B	Named recurrent structural feature	1	curator	Curator-assigned classification (ground truth)		1
GSD:b3b96d8e-5d7b-5cd5-adce-1c284a2a8086	polymannosyl N-glycan	1B	Named recurrent structural feature	1	curator	Curator-assigned classification (ground truth)		1
GSD:2cd03630-ad1c-52c7-b888-7c495783fe10	poly-N-acetylglucosamine	1B	Named recurrent structural feature	1	curator	Curator-assigned classification (ground truth)		1
GSD:6b4d591f-cc04-56e8-a565-f8198ae070e4	poly-N-acetyllactosamine	1B	Named recurrent structural feature	1	curator	Curator-assigned classification (ground truth)		1
GSD:68aeaab4-aaf3-5255-adab-08c0a0d5453d	polysaccharide A	1A	Canonical named glycan entity	1	curator	Curator-assigned classification (ground truth)		1
GSD:bbaf1170-1d3f-55a0-946d-268cf8f7fa4d	polysialic acid	1B	Named recurrent structural feature	1	curator	Curator-assigned classification (ground truth)	G77612ZC	4
GSD:78ce0d7e-50a2-5e7b-aba2-98aa9bb1ef3d	pseudomurein	1C	Non-GAG homo/hetero-polymer	1	curator	Curator-assigned classification (ground truth)		1
GSD:311d11b4-4abe-5b2e-942a-596c17524017	raffinose	1C	Non-GAG homo/hetero-polymer	1	curator	Curator-assigned classification (ground truth)		2
GSD:32bec96f-bd7c-5876-85ff-5a7ef6c01be7	Rhamnogalacturonan-II	1C	Non-GAG homo/hetero-polymer	1	curator	Curator-assigned classification (ground truth)		1
GSD:7fc01df9-8288-52ae-934e-2e65dfab5a1d	Rhamnogalacturonan-I	1C	Non-GAG homo/hetero-polymer	1	curator	Curator-assigned classification (ground truth)		1
GSD:ff4ec627-d237-5bcb-a389-251ba334d130	rhamnogalacturonan	1C	Non-GAG homo/hetero-polymer	1	curator	Curator-assigned classification (ground truth)		1
GSD:97e3ae1b-7f96-5148-8f6f-02eea317eef6	rhamnomannan	1C	Non-GAG homo/hetero-polymer	1	curator	Curator-assigned classification (ground truth)		1
GSD:e3ef0583-e447-564b-8ece-c17fb722d0c7	R-linked α-N-acetylglucosamine	2C	Composite descriptive phrase	2	curator	Curator-assigned classification (ground truth)		1
GSD:9bca4dac-0b6f-50fb-9ef6-a9ac73ee810f	Sda antigen	1A	Canonical named glycan entity	1	curator	Curator-assigned classification (ground truth)	G41052GC	2
GSD:b149418a-ba3f-56cb-aaef-e93051829234	sialofucosylated glycolipid	2C	Composite descriptive phrase	2	curator	Curator-assigned classification (ground truth)		1
GSD:3b6347fa-116a-58bd-94ef-2398080b4861	sialoglycan polymer	1B	Named recurrent structural feature	1	curator	Curator-assigned classification (ground truth)		1
GSD:85de55d3-c7bc-5196-9eb1-80795c555e3e	sialoglycan	1B	Named recurrent structural feature	1	curator	Curator-assigned classification (ground truth)		1
GSD:b157895c-4432-56f2-b984-d30820a25a33	sialoglycolipid	1B	Named recurrent structural feature	1	curator	Curator-assigned classification (ground truth)		1
GSD:2af27ed8-674b-5471-adb0-e8456d8f0ea1	sialylated biantennary N-glycan	2C	Composite descriptive phrase	2	curator	Curator-assigned classification (ground truth)		2
GSD:35ef481e-71f9-5f52-8643-a36b9c465ab7	sialylated glycolipid	2B	Single descriptor phrase	2	curator	Curator-assigned classification (ground truth)		1
GSD:7d7d82c3-15e3-546f-a46d-f6187b6cbf2c	sialylated glycosphingolipid	3A	Umbrella / glycoconjugate class	3	curator	Curator-assigned classification (ground truth)		1
GSD:d6d5d9b1-e690-541d-b5fb-6b58d336553a	sialylated N-acetyllactosamine	1B	Named recurrent structural feature	1	curator	Curator-assigned classification (ground truth)		1
GSD:66cd1dd7-b3bf-5df6-b3c3-69e6354149e1	sialylated N-glycan	2B	Single descriptor phrase	2	curator	Curator-assigned classification (ground truth)		1
GSD:2f79f606-6a5c-5ac0-ae1f-b931f02464ef	sialylated O-GalNAc glycan	2B	Single descriptor phrase	2	curator	Curator-assigned classification (ground truth)		1
GSD:846e7a18-60cf-5ee0-bc8a-337519077430	sialylated O-glycan	2B	Single descriptor phrase	2	curator	Curator-assigned classification (ground truth)		1
GSD:89e36335-2fea-5ef3-a3a8-559985883dad	sialyl Lewis a	1A	Canonical named glycan entity	1	curator	Curator-assigned classification (ground truth)	G00053MO; G50321QR; G91326YS; G81971FM; G16258KS	13
GSD:d5606d4d-5018-4a71-997a-6b29f4187a99	CA19-9	1A	Canonical named glycan entity	1	curator	Curator-assigned classification (ground truth)	G00053MO	2
GSD:32e928fb-1550-5e0a-945f-2218ac79b83c	sialyl Lewis x	1A	Canonical named glycan entity	1	curator	Curator-assigned classification (ground truth)	G00054MO; G96401FK	13
GSD:56c1c4e3-2f6b-59db-b7c5-46e6567feea0	sialyl-Tn antigen	1A	Canonical named glycan entity	1	curator	Curator-assigned classification (ground truth)	G36123IU	2
GSD:562a7a4f-9d8e-5682-ab69-9673ba3599c6	sialyl-Tn	1A	Canonical named glycan entity	1	curator	Curator-assigned classification (ground truth)	G36123IU; G08371CD; G38301SX	9
GSD:96329dbf-4f65-50bc-899b-539e25568d12	Siaα2-3Galβ1-4GlcNAc	2A	Linkage-specified substructure	2	curator	Curator-assigned classification (ground truth)		1
GSD:e04fcc39-8f52-5bae-8af2-bd7eafdf3b15	Siaα2-6Galβ1-4GlcNAc	2A	Linkage-specified substructure	2	curator	Curator-assigned classification (ground truth)		1
GSD:7dfddd82-e3ae-57a6-a604-155faf7ca2a8	S-linked glucose	2B	Single descriptor phrase	2	curator	Curator-assigned classification (ground truth)		1
GSD:eb14b505-7275-5888-9bc7-4b07107af0b3	SSEA-4	1A	Canonical named glycan entity	1	curator	Curator-assigned classification (ground truth)	G84263XI; G32254QI	9
GSD:ad85463a-3111-5186-94b3-b074cddaead4	starch	1C	Non-GAG homo/hetero-polymer	1	curator	Curator-assigned classification (ground truth)		1
GSD:2ecd47eb-1349-5683-b84c-d6986496c78d	sulfated galactan	1C	Non-GAG homo/hetero-polymer	1	curator	Curator-assigned classification (ground truth)		1
GSD:bf54b03e-d24b-5886-997b-2a52ede11173	sulfated glucuronosyl glycan	2C	Composite descriptive phrase	2	curator	Curator-assigned classification (ground truth)		1
GSD:a2613919-1e6d-5428-aba4-5997bad45f8b	sulfated glycan	2B	Single descriptor phrase	2	curator	Curator-assigned classification (ground truth)		1
GSD:037ed9e9-fe72-5b57-9710-13e1e02b20c4	sulfated glycosaminoglycan	2B	Single descriptor phrase	2	curator	Curator-assigned classification (ground truth)		1
GSD:b8143bd5-05c6-5619-b1c1-33b000af2e7c	sulfated N-glycan	2B	Single descriptor phrase	2	curator	Curator-assigned classification (ground truth)		1
GSD:98efacdd-c1d7-5dc7-8d0b-06c6d5967cef	sulfated O-GalNAc glycan	2B	Single descriptor phrase	2	curator	Curator-assigned classification (ground truth)		1
GSD:e0e0fe41-e988-5381-a1a6-932e18899850	sulfated terminal β-linked GalNAc	2B	Single descriptor phrase	2	curator	Curator-assigned classification (ground truth)		1
GSD:f9726a72-e7bc-5b9f-bd06-b85ea099456d	sulfatide	1A	Canonical named glycan entity	1	curator	Curator-assigned classification (ground truth)	G72548RZ; G07169WN; G60011XD; G40843KY; G95090DW	12
GSD:5b6ede6e-9829-5690-a1a3-d1883b62d46d	T antigen	1A	Canonical named glycan entity	1	curator	Curator-assigned classification (ground truth)	G00031MO; G78436BB	11
GSD:9a4adb24-5192-5017-8286-14828329a8e1	teichoic acid	1C	Non-GAG homo/hetero-polymer	1	curator	Curator-assigned classification (ground truth)		1
GSD:caf303a2-143f-51b8-887a-9fdc7e34a48c	terminal fucose	2C	Composite descriptive phrase	2	curator	Curator-assigned classification (ground truth)		1
GSD:0c32fd16-6ba8-5f21-aacc-e67e0b71acc1	terminal galactose	2C	Composite descriptive phrase	2	curator	Curator-assigned classification (ground truth)		1
GSD:9555ca61-aba2-5e44-947a-a6faeb0ccf73	terminal glucuronic acid	2C	Composite descriptive phrase	2	curator	Curator-assigned classification (ground truth)		1
GSD:9b46c1bc-c89c-51be-a6bd-cb98e416888c	terminal mannose	2C	Composite descriptive phrase	2	curator	Curator-assigned classification (ground truth)		1
GSD:cd483672-3ab7-5734-a40a-b489a133c301	terminal N-acetylgalactosamine	2C	Composite descriptive phrase	2	curator	Curator-assigned classification (ground truth)		1
GSD:7562f115-e4a2-5461-8cea-be68033775d0	terminal N-acetylglucosamine	2C	Composite descriptive phrase	2	curator	Curator-assigned classification (ground truth)		1
GSD:7e50b61a-ea7e-5c9c-860e-a5296d3b2339	terminal sialic acid	2C	Composite descriptive phrase	2	curator	Curator-assigned classification (ground truth)		1
GSD:8759d2e6-5d43-508d-bec0-a9cdf395b049	terminal α1-6 mannose	2C	Composite descriptive phrase	2	curator	Curator-assigned classification (ground truth)		1
GSD:57fe1544-36ee-52f8-9802-d4ffc1867028	terminal α-linked fucose	2C	Composite descriptive phrase	2	curator	Curator-assigned classification (ground truth)		1
GSD:ddda1d65-b417-51b2-8b8a-d5e9e86509b5	terminal α-linked-galactose	2C	Composite descriptive phrase	2	curator	Curator-assigned classification (ground truth)		1
GSD:a7da3922-7453-5cc0-897b-4bb463ece798	terminal α-linked mannose	2C	Composite descriptive phrase	2	curator	Curator-assigned classification (ground truth)		1
GSD:2d13a3a8-39c6-5ce0-ba08-9ea5582c6ff4	terminal β-linked galactose	2C	Composite descriptive phrase	2	curator	Curator-assigned classification (ground truth)		1
GSD:e16fd11e-688e-51f7-b405-dd0bb8b17879	terminal β-linked N-acetylgalactosamine	2C	Composite descriptive phrase	2	curator	Curator-assigned classification (ground truth)		1
GSD:aee918cb-25f8-50b7-8174-0b8aee6bfdb1	tetraantennary N-glycan	1B	Named recurrent structural feature	1	curator	Curator-assigned classification (ground truth)		2
GSD:25e2c658-4349-5dc1-ba23-f9dbe366f1e7	Tn antigen	1A	Canonical named glycan entity	1	curator	Curator-assigned classification (ground truth)	G57321FI; G61406KC	9
GSD:341d1909-eedf-5265-b3ee-cc78924c8a00	trehalose-6,6-dimycolate	2A	Linkage-specified substructure	2	curator	Curator-assigned classification (ground truth)		1
GSD:1471df12-b367-5f77-b47f-f8e31ae9707f	triantennary N-glycan	1B	Named recurrent structural feature	1	curator	Curator-assigned classification (ground truth)		2
GSD:e42c7aa4-8b95-5f1c-8fe3-c263093d7b5a	tri-mannose / O-linked	1B	Named recurrent structural feature	1	curator	Curator-assigned classification (ground truth)		1
GSD:65bba6d7-e07f-577c-b95a-b2c2a4b87b0b	truncated core 1 O-glycan	1A	Canonical named glycan entity	1	curator	Curator-assigned classification (ground truth)		1
GSD:cd5c19d8-26c9-5540-b4b5-005c0b9f735c	truncated N-glycan	2B	Single descriptor phrase	2	curator	Curator-assigned classification (ground truth)		1
GSD:76a59293-d803-5115-8d91-bfe83bf96e4d	truncated O-GalNAc glycan	2B	Single descriptor phrase	2	curator	Curator-assigned classification (ground truth)		1
GSD:1a0dea3e-99dc-509f-b1e7-72f22adabe1d	truncated O-glycan	2B	Single descriptor phrase	2	curator	Curator-assigned classification (ground truth)		1
GSD:fe424dbf-51ec-555c-926c-3f41890b54c4	type-1 unit	1B	Named recurrent structural feature	1	curator	Curator-assigned classification (ground truth)		1
GSD:b9977dd8-7121-5b87-8b2a-75ca0fbeba71	type-2 unit	1B	Named recurrent structural feature	1	curator	Curator-assigned classification (ground truth)		1
